"業務種別","施設名称１","施設郵便番号","施設所在地１","施設所在地２","開設者申請者名","開設者役職名","開設者代表者名","開設者都道府県名称","開設者住所１","開設者住所２","開設確認番号","開設確認日"
"美容所","ｈａｎａ：ｍｏｒｉ　ｔｅｒａｒａ","760-0051","高松市南新町３−６","三井ビル２Ｆ","有限会社花もり","代表取締役","古市　亮","香川県","高松市昭和町一丁目１２番３号",,"第11277号","H19.05.21"
"美容所","ｂｒｉｌｌｅｒ","760-0080","高松市木太町１５６９−１",,"溝渕　勇雄",,,,,,"第11279号","H19.07.09"
"美容所","ＹＵＲＩＭＡ　Ｈａｉｒ","761-8084","高松市一宮町７６８−１",,"北川　絵美里",,,,,,"第11280号","H19.07.27"
"美容所","椿　美粧院","760-0052","高松市瓦町１−１０−２１","山田ビル２Ｆ","真部　美生",,,,,,"第11281号","H19.08.09"
"美容所","テリー・ウスキ美容室","761-8074","高松市太田上町７４９−７",,"有限会社テリー・ウスキ","代表取締役","臼杵　秀人","香川県","高松市太田上町７４９番地７",,"第11288号","H19.11.09"
"美容所","Ｈａｉｒ　ｂｙ　Ｍｏｉｓ","769-0101","高松市国分寺町新居１２７９番２８　１階",,"川﨑　奈津江",,,,,,"第11291号","H19.11.28"
"美容所","Ｄｉｔａ","761-8053","高松市西ハゼ町１５６−１",,"合同会社　Ｄｉｔａ","代表社員","青木　裕一","香川県","高松市西ハゼ町１５６番地１",,"第11292号","H19.12.05"
"美容所","Ｅｕｐｈｏｎｉｕｍ","761-8045","高松市西山崎町４５６−３６",,"森　裕歩",,,,,,"第11294号","H19.12.26"
"美容所","ＢＥＧＩＮＳ　ＨＡＩＲ　ＫＯＢＥ","761-8071","高松市伏石町２１６７−１２",,"久保　雅春",,,,,,"第11298号","H20.01.25"
"美容所","Ｈａｉｒ−Ｐｒｏｄｕｃｅ　ＭＵ−ＳＵ","761-1705","高松市香川町川東下２４３−１",,"有限会社ＭＵ−ＳＵ","代表取締役","石川　明美","香川県","高松市今里町一丁目２４番地５",,"第11302号","H20.02.22"
"美容所","ｈａｉｒ　ＶＯＩＤ","760-0020","高松市錦町１−１３−１","フォレスト錦町１Ｆ","合同会社ＶＯＩＤ","代表社員","黒島　康彦","香川県","高松市岡本町１５５７番地１５５",,"第11303号","H20.02.29"
"美容所","さやか美容室","760-0071","高松市藤塚町１−８−３","ブルームーンビル１Ｆ","高岸　武子",,,,,,"第2220001号","H20.04.28"
"美容所","株式会社シュプール","761-0312","高松市東山崎町５６４番地８",,"株式会社シュプール","代表取締役","岡　信吾","香川県","高松市東山崎町５６４番地８",,"第2220002号","H20.04.30"
"美容所","美容プラージュ　屋島店","761-0113","高松市屋島西町１９０９−３",,"阪南理美容株式会社","代表取締役","濱屋　雄大","大阪府","藤井寺市春日丘三丁目１２番１号",,"第2220004号","H20.06.23"
"美容所","I′ll Hair","761-1703","高松市香川町浅野８３７−５",,"野口　裕之",,,,,,"第2220005号","H20.07.02"
"美容所","Ｈ・Ｍ・Ｒ","760-0002","高松市茜町４−１２",,"玉越　照康",,,,,,"第2220006号","H20.07.03"
"美容所","Ｈａｉｒ　Ｍａｋｅ　ＳＨＩＮ＇Ｓ　ＭＵＲＥ","761-0121","高松市牟礼町牟礼１０８９番地９",,"株式会社　のむら","代表取締役","野村　慎二","香川県","高松市牟礼町牟礼１０８９番地２",,"第2220007号","H20.07.03"
"美容所","Ｈａｉｒ　ｒｕｇ","760-0077","高松市上福岡町７０４−２−１Ｆ",,"藤下　忍",,,,,,"第2220008号","H20.07.11"
"美容所","Ｌｕｆｔ　ＨＡＩＲ","761-8084","高松市一宮町１５１５−５","ギアボックス１Ｆ東","梅下　修身",,,,,,"第2220009号","H20.07.25"
"美容所","Ｈａｉｒ　Ｇａｌｌｅｒｙ","760-0062","高松市塩上町１丁目３番４２",,"有限会社　アルベロヴィラッジョ","取締役","木村　佳志","香川県","高松市鍛冶屋町４番地５",,"第2220010号","H20.08.04"
"美容所","美容室エスコア屋島店","761-0104","高松市高松町６番地４０",,"ＴＲＡ株式会社","代表取締役","池田　敏幸","香川県","高松市屋島東町４５７番地６",,"第2220011号","H20.08.12"
"美容所","ＢＥＣＣＡ　ＨＡＩＲ","760-0075","高松市楠上町１−５−２３",,"森　伸介",,,,,,"第2220014号","H20.08.25"
"美容所","美容室　ＭＯＧＡ","760-0067","高松市松福町１−４−１２",,"鍋坂　文子",,,,,,"第2220018号","H20.09.24"
"美容所","ビューティ　耶耶　","761-0443","高松市川島東町２１７４−６８",,"藤川　和",,,,,,"第2220019号","H20.09.29"
"美容所","ＯＮＥ（香川８１−０８高松）","761-0121","高松市牟礼町牟礼３７２０−１８３",,"松谷　志津加",,,,,,"第2220020号","H20.09.30"
"美容所","Ｂｉａｎ　Ｓｕｒ","761-0121","高松市牟礼町牟礼２１−５",,"永峰　修也",,,,,,"第2220021号","H20.10.03"
"美容所","ｍｉｌｄ　ｎａｐ","760-0079","高松市松縄町１０７７−１６",,"尾木　実",,,,,,"第2220022号","H20.10.08"
"美容所","ＱＢハウス　イオンモール高松店","761-8012","高松市香西本町１−１","イオンモール高松２Ｆ","キュービーネット株式会社","代表取締役","北野　泰男","東京都","渋谷区神泉町８番１６号",,"第2220023号","H20.10.14"
"美容所","サロン　和（なごみ）","761-8075","高松市多肥下町１５９４番地８",,"有限会社エステート太田","代表取締役","十川　正博","香川県","高松市多肥下町７６番地１",,"第2220026号","H20.10.29"
"美容所","美容室　Ｓａ−ｃｈｉ","761-0443","高松市川島東町２５１番地５",,"川田　サチコ",,,,,,"第2220030号","H20.11.27"
"美容所","Ｓｐｉｃｅ","761-8073","高松市太田下町３０２７番地１",,"有限会社スパイス","代表取締役","赤松　哲也","香川県","高松市太田下町３０２７番地１",,"第2220029号","H20.11.27"
"美容所","ＨＡＩＲ　ＳＡＬＯＮ　ＫＮＩＧＨＴＳ","760-0066","高松市福岡町２−７−１８",,"太田　一寿",,,,,,"第2220031号","H20.12.26"
"美容所","ｈａｉｒ　Ｒｅｖｅｒｓ","761-8041","高松市檀紙町１４９４−７",,"香川　和信",,,,,,"第2220032号","H21.01.05"
"美容所","髪結　来羅","761-0450","高松市三谷町１８２７−５",,"溝渕　令以子",,,,,,"第2220035号","H21.01.28"
"美容所","ＬＵＳＳＯ","761-8073","高松市太田下町３０１７番地１５","オレンジハイツ１０１号","今井　恵理",,,,,,"第2220036号","H21.02.09"
"美容所","ｈａｉｒ　Ｌｅａｆ","761-8023","高松市鬼無町佐藤５７７−２０",,"北谷　利美",,,,,,"第2220037号","H21.03.06"
"美容所","ｈａｉｒ　ｓｐａｃｅ　Ｗｉｔｈ　美容室","761-8075","高松市多肥下町１５８８−２８",,"木村　新也",,,,,,"第2220039号","H21.03.16"
"美容所","美容室　ａ　ｌｏｔ","761-8073","高松市太田下町２５０１−１","プレジールアイ１０６","納田　みゆき",,,,,,"第2221001号","H21.04.17"
"美容所","あかり　Ｓａｌｏｎ","761-0311","高松市元山町２４７−６",,"松本　佐木",,,,,,"第2221002号","H21.04.30"
"美容所","トータル　サロン　シャロワ","760-0079","高松市松縄町１０１２番地８","べルディー松縄　２Ｆ−Ａ号","梶谷　敦子",,,,,,"第2221003号","H21.04.30"
"美容所","Ｒｕ−Ｇａ　ｈａｉｒ","760-0079","高松市松縄町１０５３−２１","サンライフレインボーロードビル１Ｆ−Ｄ号","溝渕　由里",,,,,,"第2221005号","H21.05.19"
"美容所","有限会社ヘアーズ","761-0302","高松市上林町４４−１",,"有限会社ヘアーズ","代表取締役","関　準二","香川県","高松市木太町１３３４番地１１",,"第2221006号","H21.05.19"
"美容所","ａｌｅｇｒｅ","760-0033","高松市丸の内１０番地２７","ヴェルス丸の内１階１０１号","野中　奈美",,,,,,"第2221008号","H21.05.27"
"美容所","ベルベル美容室","760-0074","高松市桜町２丁目６−１",,"大森　静子",,,,,,"第2221013号","H21.07.01"
"美容所","美容室　ＭＩＹＯＳＨＩ","761-1704","高松市香川町川内原１４４８−６",,"三好　千恵",,,,,,"第2221018号","H21.08.27"
"美容所","マミー美容室","760-0052","高松市瓦町２−６−６",,"河西　日登美",,,,,,"第2221019号","H21.09.04"
"美容所","アドリブ","760-0054","高松市常磐町二丁目３番地４","藤岡ビル１階　西","坂本　好朗",,,,,,"第2221022号","H21.10.05"
"美容所","ＭＵＫＵ","760-0024","高松市兵庫町６−６","不二ビル１Ｆ","後藤　力哉",,,,,,"第2221023号","H21.10.23"
"美容所","美容室　ＺＥＲＯ　春日店","761-0101","高松市春日町１７３９−９",,"有限会社美容室ゼロ","代表取締役","入倉　利一","香川県","高松市南新町１０番地３",,"第2221026号","H21.11.06"
"美容所","株式会社スヴェンソン　エルタン高松店","760-0029","高松市丸亀町４−６","中西ビル１Ｆ","株式会社スヴェンソン","代表取締役","兒玉　圭司","東京都","港区赤坂１丁目９番１３号",,"第2221029号","H21.12.08"
"美容所","Ｄａｉｓｙ","760-0075","高松市楠上町１−９−３０",,"加藤　千恵子",,,,,,"第2221030号","H21.12.10"
"美容所","Ｈａｉｒ　Ｓａｌｏｎ　Ａｖｉ","761-0323","高松市亀田町４３２−８",,"黒川　加代子",,,,,,"第2221031号","H21.12.14"
"美容所","美容室マナ","760-0073","高松市栗林町２丁目６−６",,"松山　希一",,,,,,"第2221032号","H21.12.18"
"美容所","アイ美容室","760-0056","高松市中新町１−３０",,"長尾　勇一郎",,,,,,"第2221028号","H22.01.01"
"美容所","ＦＡＣＥＳ","760-0071","高松市藤塚町三丁目１３番２号",,"有限会社　スノウ","代表取締役","眞嶋　由里子","香川県","高松市藤塚町三丁目１３番２号",,"第2221038号","H22.02.23"
"美容所","マツモト美容室","760-0042","高松市大工町２−３２",,"松本　征夫",,,,,,"第2221042号","H22.03.24"
"美容所","Ｐｒｅｆａｃｅ","760-0024","高松市兵庫町２−４","太平堂ビル４Ｆ","修理　絵美",,,,,,"第2221044号","H22.03.31"
"美容所","ｈａｉｒ　ｃｏｍｍｕｎｉｃａｔｉｏｎ　ｓａｌｏｎ　Ｂｉａｎｃａ","760-0078","高松市今里町二丁目２９−２０−１０３",,"堀川　宏崇",,,,,,"第2222002号","H22.04.27"
"美容所","美容プラージュ　高松丸亀店","760-0029","高松市丸亀町２−５",,"阪南理美容株式会社","代表取締役","濱屋　雄大","大阪府","藤井寺市春日丘三丁目１２番１号",,"第2222003号","H22.05.19"
"美容所","ｊｏｕｒ　ｈａｉｒ［ジュールヘアー］","761-8013","高松市香西東町４３０",,"小河　満",,,,,,"第2222004号","H22.05.26"
"美容所","Ｈａｉｒ　Ｍａｋｅ　Ｃｏｌｏｎｙ　ｗａ−ｔａ","761-8044","高松市円座町９００番地５",,"渡邉　美帆",,,,,,"第2222005号","H22.05.28"
"美容所","美容室　ラファンス","760-0073","高松市栗林町二丁目１８番１４号",,"有限会社　リアライズ","代表取締役","濱田　勝司","香川県","高松市栗林町二丁目１８番１４号",,"第2222007号","H22.07.22"
"美容所","ｓｕａｙ","760-0053","高松市田町８−１９","藤川ビル２階","横山　由美",,,,,,"第2222008号","H22.07.26"
"美容所","ヘアー　アン　ヴォーグ","760-0062","高松市塩上町１０ー１２","パールビル２F","有限会社グランドヴォーグまつざき","代表取締役","渡　芳子","香川県","高松市塩上町１０番地１２",,"第2222011号","H22.09.06"
"美容所","ｂｉｓ　イオンタウン高松国分寺店","769-0104","高松市国分寺町新名６４４番地１",,"ＬＯＴＵＳ株式会社","代表取締役","烏田　直子","広島県","広島市西区東観音町１３番２３号",,"第2222013号","H22.09.15"
"美容所","ｒｏｓｅｈｉｐ","761-0322","高松市前田東町１１９７番地１",,"井戸　美千代",,,,,,"第2222015号","H22.10.01"
"美容所","Ｈａｉｒ＆Ｍａｋｅ　Ａｍｉｘ　ＲＩＴＳＵＲＩＮ　ＰＡＲＫ","761-8063","高松市花ノ宮町三丁目１番４号","ハローズ栗林公園店　２階","Ａｍａｒｅ株式会社","代表取締役","熊野　正英","香川県","高松市藤塚町６番地２５",,"第2222017号","H22.10.26"
"美容所","ｈａｉｒ　ａｒｔ＇ｓ　ｂｌｏｏｍ","761-8071","高松市伏石町２０５３−３","リバサス武Ｃ１階","泉川　和貞",,,,,,"第2222018号","H22.11.26"
"美容所","ｈａｉｒ　ｍａｋｅ　∞　ＣＡＲＡＴ","761-8085","高松市寺井町１０１４−３",,"松原　崇廣",,,,,,"第2222019号","H22.11.26"
"美容所","ｈａｉｒ　ｍａｋｅ　ｆｒａｎｇｅ","761-0104","高松市高松町４３番地９",,"富永　志満",,,,,,"第2222020号","H22.11.29"
"美容所","ｈａｉｒ　ｓｈｏｐ　ａｌｇｅｒｎｏｎ","761-0312","高松市東山崎町１６６−１",,"川田　千鶴",,,,,,"第2222021号","H22.11.30"
"美容所","美容室　シスター","761-0432","高松市亀田南町１０７番地１９",,"森　清史",,,,,,"第2222022号","H22.12.20"
"美容所","美容室　ツリー","761-8071","高松市伏石町２０１７番地２５",,"木村　安裕",,,,,,"第2222024号","H23.02.02"
"美容所","ＢＲＩＤＧＥ　ｈａｉｒ","760-0080","高松市木太町２１９６番地４","岩崎ビル１階","間島　茂雄",,,,,,"第2222026号","H23.02.14"
"美容所","Ａ．Ｔ−１","761-0311","高松市元山町１４４番地１",,"田中　昭人",,,,,,"第2222029号","H23.03.01"
"美容所","ａｒｉａ","760-0073","高松市栗林町二丁目１７番２１号",,"相坂　壮栄",,,,,,"第2222031号","H23.03.28"
"美容所","ファミリーヘアー","761-0443","高松市川島東町５２３番地４",,"三谷　守",,,,,,"第2222032号","H23.03.30"
"美容所","Ｂｏｎｄ　Ｓｔａｒ","760-0080","高松市木太町２０３３−１","アルファステイツ木太五番館　５０２号","岸下　真美",,,,,,"第2223003号","H23.05.10"
"美容所","アトリエ　まつむら","761-8071","高松市伏石町２１０７番地１２",,"Ｉｎｓｐｉｒａｔｉｏｎ株式会社","代表取締役","井上　美由記","香川県","高松市伏石町２１０７番地１２",,"第2223005号","H23.05.17"
